index_id,customer_id,fullname,Age,Gender,Favoured_Payment_method,Favourdured_Product_Categort
,KH28002,Matthew Peterson,33,Male,PayPal,Home
,KH9016,Jordan Taylor,18,Female,Cash,Electronics
,KH27221,Rachel Johnson,68,Male,PayPal,Clothing
,KH19006,Brent Kelly,35,Female,Credit Card,Books
,KH12630,Joseph Higgins,26,Male,Credit Card,Books
,KH42011,Maria Mcfarland,67,Male,Credit Card,Books
,KH33417,Melanie Perez,31,Female,Credit Card,Clothing
,KH5057,Antonio Rivera,54,Female,PayPal,Clothing
,KH32305,Chris Green,36,Female,Crypto,Clothing
,KH44597,Mr. Bradley Smith,29,Female,Credit Card,Home
,KH42027,Jennifer Lloyd,21,Female,PayPal,Books
,KH36851,Brady Henry,47,Female,PayPal,Electronics
,KH49657,Daisy Riddle,38,Female,Credit Card,Books
,KH24665,Edward Vincent MD,34,Female,Crypto,Home
,KH7725,Chris Williams,67,Female,PayPal,Clothing
,KH4414,Ashley Hart,61,Female,Credit Card,Clothing
,KH47446,Karen Chapman,28,Male,PayPal,Books
,KH7928,Carrie Henderson,46,Male,Crypto,Clothing
,KH30795,Christopher Harris,38,Female,Credit Card,Clothing
,KH26743,Katherine Quinn,62,Male,Credit Card,Home
,KH29908,Barry Brown,49,Female,Cash,Books
,KH22570,Tracey Jennings,22,Male,Credit Card,Clothing
,KH8102,William Hale,46,Female,Credit Card,Home
,KH32138,Jonathan Huerta,60,Female,Cash,Books
,KH24650,Clarence Carlson,54,Female,Credit Card,Home
,KH24901,Michael Mcmillan,19,Male,Credit Card,Books
,KH45448,Jenna Ward,26,Male,Credit Card,Books
,KH39847,Phillip Anderson,28,Male,Credit Card,Books
,KH39115,Jennifer Gordon,36,Female,PayPal,Electronics
,KH25600,Richard Schultz,68,Female,PayPal,Books
,KH11520,Karen Robertson,42,Male,PayPal,Home
,KH47311,Jenna Jones,26,Female,Credit Card,Clothing
,KH28900,Audrey Bell,20,Male,Credit Card,Clothing
,KH23915,Katherine Aguilar,56,Male,Credit Card,Clothing
,KH15466,Robert Frederick,63,Male,Crypto,Clothing
,KH44683,Joyce Austin,49,Male,Cash,Clothing
,KH14130,Jessica Kemp,51,Male,PayPal,Clothing
,KH2039,Savannah King,39,Female,Credit Card,Electronics
,KH38775,Cynthia Armstrong,34,Male,Credit Card,Home
,KH38347,Regina Fischer,44,Female,PayPal,Books
,KH44120,Richard Manning,59,Female,PayPal,Clothing
,KH10846,Ashley York,70,Male,Credit Card,Clothing
,KH11303,Brian Robinson,18,Male,PayPal,Clothing
,KH30993,Jessica Keller,30,Male,PayPal,Clothing
,KH12283,Bryan Bailey,31,Male,PayPal,Books
,KH18889,Margaret Garrison,35,Female,Credit Card,Electronics
,KH6851,Charles Campbell MD,48,Female,PayPal,Books
,KH31469,Aaron Palmer,22,Female,Credit Card,Electronics
,KH42526,Dana Miller,56,Female,Credit Card,Home
,KH8948,Jessica Thomas,46,Male,PayPal,Home
,KH47862,Robert Young,68,Female,Credit Card,Home
,KH10465,Joyce Santiago,19,Female,PayPal,Clothing
,KH25081,Julie Mack,37,Female,PayPal,Home
,KH3593,Kelly Reyes,19,Female,Credit Card,Books
,KH25659,Jackson Baker,23,Female,PayPal,Books
,KH11688,Stephanie Hill,62,Female,Credit Card,Home
,KH37898,Yolanda Wolfe,30,Female,Credit Card,Clothing
,KH23985,John Harvey,52,Male,Cash,Electronics
,KH38451,Darrell Walker,20,Female,Credit Card,Electronics
,KH19986,Kelly Grant,70,Female,PayPal,Books
,KH18290,Kimberly Daniels,39,Female,Credit Card,Clothing
,KH37834,Mary Allen,22,Female,PayPal,Books
,KH36390,Jody Rogers,37,Male,PayPal,Home
,KH5145,Breanna Cherry,39,Male,Cash,Electronics
,KH44075,Amy Morris,59,Female,PayPal,Books
,KH8676,Melissa Brown,48,Male,PayPal,Clothing
,KH8399,Rebecca Mann,64,Male,Credit Card,Clothing
,KH36272,Mary Munoz,54,Female,Cash,Electronics
,KH20021,George Nguyen,23,Male,PayPal,Home
,KH47763,Cody Schmidt,35,Female,Cash,Electronics
,KH2346,Lauren Nunez,45,Female,Credit Card,Books
,KH28110,Alison Hughes,58,Male,Credit Card,Books
,KH48391,Sean Hess,64,Female,Credit Card,Books
,KH7311,Kyle Wilson,53,Female,Credit Card,Clothing
,KH17564,Patrick Trujillo,26,Male,Credit Card,Books
,KH902,Gail Ford,58,Female,Cash,Books
,KH14931,Sandra Young,53,Male,PayPal,Electronics
,KH27092,Bruce Gray,50,Female,Credit Card,Clothing
,KH1597,Kimberly Torres,55,Male,PayPal,Clothing
,KH24813,Denise Fritz,19,Male,Credit Card,Clothing
,KH34432,Lindsay Perez,62,Male,PayPal,Books
,KH18444,Laurie Shelton,29,Male,Credit Card,Books
,KH7304,Janet Lewis,48,Female,Credit Card,Books
,KH46638,William Mckinney,69,Male,Crypto,Books
,KH9927,Dr. Rebecca King,41,Female,Credit Card,Books
,KH3237,Julia Foley,39,Male,Credit Card,Electronics
,KH11055,James Foster,26,Male,Credit Card,Books
,KH4980,Carly Ramirez,42,Male,Credit Card,Books
,KH4473,Cory Thomas,56,Male,PayPal,Clothing
,KH10228,Stephen Davis,26,Female,Credit Card,Clothing
,KH12839,Robert Gardner,64,Female,Credit Card,Electronics
,KH27139,Rick Buchanan,51,Female,Credit Card,Clothing
,KH21145,Jeffrey Diaz,44,Male,Crypto,Home
,KH11263,Erica Branch,42,Male,PayPal,Home
,KH31011,Jason Dixon,24,Male,Credit Card,Home
,KH29876,Jessica Ortega,49,Female,PayPal,Books
,KH14644,Randall Harris,47,Male,PayPal,Clothing
,KH48909,Manuel Chambers,38,Female,Cash,Home
,KH16017,Aimee Huang,21,Male,Credit Card,Clothing
,KH40505,Tanya Diaz,66,Male,Credit Card,Electronics
,KH23258,Amy Mcdonald,65,Female,Credit Card,Clothing
,KH14047,Melinda Blair,33,Female,Cash,Books
,KH21817,Ashley Stephens MD,63,Male,Crypto,Home
,KH11536,Mitchell Nelson,30,Male,Credit Card,Clothing
,KH14709,Kayla Lee,53,Female,Cash,Clothing
,KH7840,Lauren Crawford,38,Male,Crypto,Clothing
,KH26736,Kathleen Fletcher,44,Male,Cash,Home
,KH34365,Mr. Benjamin Valencia DVM,32,Female,Cash,Books
,KH43873,Joseph Murray,57,Female,Credit Card,Books
,KH33236,Jessica Watson,56,Female,Credit Card,Clothing
,KH38636,Timothy Collins,30,Female,PayPal,Clothing
,KH6632,Brian Howard DDS,63,Male,PayPal,Books
,KH32088,Mary Turner,65,Male,PayPal,Electronics
,KH27537,Alison Green,51,Female,PayPal,Clothing
,KH4861,Robin Howell,46,Female,PayPal,Clothing
,KH5835,Tyler Garrett,18,Female,PayPal,Clothing
,KH4088,Megan Lopez,25,Female,Credit Card,Clothing
,KH17918,Troy Flores Jr.,29,Female,Credit Card,Clothing
,KH33302,Casey Reyes,28,Male,Credit Card,Books
,KH44700,Jeffrey Taylor,36,Male,Cash,Clothing
,KH42243,Russell Rice,66,Female,Cash,Clothing
,KH10429,Christina Tanner,49,Male,Credit Card,Home
,KH25834,Anthony Lin,19,Male,Credit Card,Books
,KH27796,Keith Warner,48,Male,Crypto,Electronics
,KH49871,Michael Padilla,34,Male,Credit Card,Electronics
,KH1705,Veronica Ward,64,Male,Cash,Electronics
,KH29026,Kristen Odom,52,Male,Cash,Electronics
,KH16188,Kaitlyn Chapman,50,Male,PayPal,Clothing
,KH28156,Rhonda Bowman,39,Male,Credit Card,Electronics
,KH39352,Catherine Lopez,42,Male,Credit Card,Home
,KH8558,Audrey Mcclure,25,Female,PayPal,Clothing
,KH47803,Sandra Miller,37,Female,Credit Card,Home
,KH15672,Keith Harris,23,Male,Crypto,Books
,KH14538,Sean Pope,63,Female,Credit Card,Home
,KH31562,Scott Miranda,33,Male,Cash,Clothing
,KH27898,Timothy Thompson,44,Male,PayPal,Clothing
,KH23283,Jason Smith,37,Female,Credit Card,Home
,KH3928,William Patel,38,Male,PayPal,Clothing
,KH2165,Linda Ortiz,30,Male,Credit Card,Home
,KH1805,Curtis Ortega,26,Male,Cash,Books
,KH19270,Timothy Smith,21,Female,Cash,Home
,KH12726,Eric Roberts,19,Female,Credit Card,Clothing
,KH45879,Tina Cox,68,Female,Cash,Home
,KH38670,Kristopher Ellis,22,Male,Crypto,Books
,KH33951,Brian Jensen,45,Female,PayPal,Books
,KH44137,Jessica Johnson,56,Female,Credit Card,Books
,KH8389,Ana Stephenson,36,Male,Credit Card,Home
,KH928,Donald Rivera,52,Male,Credit Card,Home
,KH29415,Nicole Pham,32,Female,PayPal,Books
,KH19772,Stephanie Mcguire,18,Female,Credit Card,Books
,KH21427,Joseph Smith,70,Male,Credit Card,Books
,KH34837,Robert Howard,41,Male,Credit Card,Books
,KH12457,Lawrence Robertson,20,Female,Credit Card,Clothing
,KH25722,Rebecca Rodriguez,68,Female,Credit Card,Books
,KH18919,Joshua Brooks,67,Male,PayPal,Books
,KH23077,Alexandra Johnson,35,Male,Cash,Clothing
,KH14357,Perry Baker,65,Male,Credit Card,Home
,KH9620,Gregory Fowler MD,27,Male,Credit Card,Home
,KH34949,Mark Stevens,23,Male,Credit Card,Home
,KH49176,Christine Conner,63,Male,PayPal,Clothing
,KH38382,Timothy Zimmerman,29,Female,Cash,Books
,KH30669,Michelle Daniel,35,Male,PayPal,Clothing
,KH4057,Benjamin Bishop,39,Male,PayPal,Books
,KH16633,Valerie Moore,49,Male,PayPal,Electronics
,KH16323,Gary Hernandez,19,Male,Credit Card,Electronics
,KH34376,Charlotte Bates,20,Male,Credit Card,Books
,KH15797,Paul Martin,61,Male,PayPal,Books
,KH8482,Jeremy Carr,56,Male,Credit Card,Electronics
,KH32360,Warren Robinson,63,Male,Credit Card,Clothing
,KH22773,Kristen Porter,27,Male,Credit Card,Clothing
,KH28072,Cheryl Evans,64,Female,Cash,Books
,KH21982,Brandon Pacheco,45,Male,Credit Card,Books
,KH33906,Aaron Bautista,60,Male,Credit Card,Home
,KH10111,Nichole Vasquez,59,Female,Credit Card,Clothing
,KH35017,Thomas Harrison,56,Male,PayPal,Books
,KH25260,Oscar Davis,21,Male,Credit Card,Clothing
,KH16293,Bianca Martin,19,Female,Credit Card,Clothing
,KH29683,Miranda Clark,57,Female,Credit Card,Clothing
,KH23233,William Phillips,18,Male,Credit Card,Electronics
,KH20375,Christopher Reeves,57,Female,Cash,Electronics
,KH9564,Tina Thompson,32,Female,Cash,Electronics
,KH11418,James Price,64,Female,Credit Card,Home
,KH26425,Margaret Charles,51,Female,Credit Card,Clothing
,KH7525,Barbara Weaver,32,Female,PayPal,Clothing
,KH18933,Keith Fritz,36,Male,Credit Card,Clothing
,KH16325,Joseph Cannon,52,Female,PayPal,Clothing
,KH957,Courtney Figueroa,70,Male,PayPal,Electronics
,KH16077,Megan Johnston,19,Female,PayPal,Clothing
,KH18351,Christopher Johnson,40,Male,Credit Card,Electronics
,KH18796,Michael Gibson,51,Female,Credit Card,Books
,KH36899,Micheal Morton,49,Male,Crypto,Electronics
,KH44749,Aaron Martinez,34,Female,Credit Card,Clothing
,KH37481,Tony Williams,64,Female,PayPal,Books
,KH2901,Roy Lewis,42,Female,Credit Card,Clothing
,KH27467,Taylor Banks,56,Female,Credit Card,Clothing
,KH20476,Robert Duke,28,Female,Credit Card,Clothing
,KH19328,Autumn Wallace,50,Male,Credit Card,Home
,KH8983,Ian Jenkins,56,Female,Credit Card,Books
,KH49704,Dr. Jennifer Miller,26,Male,Cash,Books
,KH36111,Hannah Morales,60,Male,Credit Card,Clothing
,KH2151,Douglas Dixon,25,Female,Credit Card,Home
,KH23057,Victoria Lee,29,Male,PayPal,Clothing
,KH37386,Tony Bates,19,Male,PayPal,Books
,KH48099,Craig Garcia,46,Female,Credit Card,Clothing
,KH32431,Patricia Blair,37,Female,Cash,Home
,KH41606,Samantha Mckenzie,37,Male,Credit Card,Electronics
,KH20651,Patricia Owen,39,Female,Cash,Books
,KH17542,Cody Vasquez,45,Male,Credit Card,Clothing
,KH2366,Steven Jones,66,Male,Cash,Home
,KH30868,Beverly Delgado,41,Male,Credit Card,Books
,KH30583,William Maxwell,22,Male,Credit Card,Books
,KH26987,Robert Garcia,44,Male,Credit Card,Books
,KH35131,Monica Kim,19,Male,Credit Card,Books
,KH49377,Alex Lewis,31,Male,PayPal,Clothing
,KH36008,Connie Escobar,31,Male,Credit Card,Books
,KH716,Adrian Jenkins,58,Female,Credit Card,Clothing
,KH11283,Catherine Frank,52,Male,PayPal,Home
,KH14579,Erica Frederick,37,Male,Credit Card,Home
,KH11332,Makayla Maldonado,19,Male,Credit Card,Home
,KH16945,Jacqueline Tapia,45,Male,Cash,Electronics
,KH38161,Lauren Burke,27,Female,Credit Card,Clothing
,KH41974,Lisa Hardy,20,Female,Credit Card,Home
,KH20905,Jason Turner,46,Female,PayPal,Books
,KH10133,Catherine Pineda,43,Male,Credit Card,Home
,KH4951,Aaron Carroll,24,Female,Credit Card,Books
,KH9662,Blake Perkins,52,Male,Cash,Home
,KH28191,Denise Bennett,39,Male,Credit Card,Books
,KH28184,Kristin Rowe,62,Male,PayPal,Home
,KH48538,Jennifer Hall,69,Female,Crypto,Clothing
,KH29411,Kelli Brown,56,Male,Credit Card,Clothing
,KH12199,Brittany Marshall,53,Male,Credit Card,Home
,KH32698,Morgan Mills,32,Female,Credit Card,Electronics
,KH33504,Mrs. Sarah Allen,28,Male,Credit Card,Books
,KH30748,Krystal Hunter,31,Male,PayPal,Books
,KH33202,Sheila Wiggins,26,Female,Credit Card,Home
,KH18411,Jill Dalton,66,Male,PayPal,Home
,KH43077,Kelly Hobbs,31,Female,Credit Card,Clothing
,KH25753,Gregory Ramos,62,Male,PayPal,Clothing
,KH42774,Jonathan Yu,61,Male,Credit Card,Books
,KH49806,Cindy Reynolds,43,Male,Credit Card,Home
,KH29691,Cassandra Warner DVM,27,Female,Credit Card,Books
,KH25439,Billy Harris,54,Male,Credit Card,Clothing
,KH29058,Kelly Mcdaniel,35,Female,Credit Card,Books
,KH8145,Robert Ferguson,61,Male,Credit Card,Clothing
,KH48973,Jacob Hayes,65,Male,Credit Card,Electronics
,KH46925,Joel Johnson,21,Male,PayPal,Electronics
,KH30539,Michael Perez,44,Male,Credit Card,Books
,KH21605,Jessica Jones,42,Male,Credit Card,Home
,KH41223,Tyler Velazquez,64,Female,Credit Card,Electronics
,KH19431,James Dean,63,Female,Credit Card,Books
,KH41122,Michael Schwartz,38,Female,PayPal,Books
,KH43125,Lauren Nelson,51,Male,Credit Card,Home
,KH42460,Ashley Haynes,52,Female,Credit Card,Clothing
,KH43157,Tabitha Holder,26,Female,Credit Card,Clothing
,KH43376,Dennis Newton MD,65,Female,Cash,Books
,KH24762,Amy Carter,32,Male,Credit Card,Books
,KH40745,Theresa Downs,34,Male,Credit Card,Electronics
,KH13474,Todd Buckley MD,52,Male,Cash,Clothing
,KH47147,Richard Herrera,53,Male,PayPal,Clothing
,KH34763,Shannon Cannon,32,Male,PayPal,Electronics
,KH37746,Julie Ellis,26,Female,Credit Card,Books
,KH5178,Kimberly Gonzalez,66,Female,Cash,Clothing
,KH18430,Christine Nichols,21,Female,Credit Card,Clothing
,KH22630,Julia Reese,43,Female,PayPal,Books
,KH12766,Margaret Campbell,51,Male,PayPal,Books
,KH25278,Theresa Diaz,38,Female,PayPal,Clothing
,KH13309,Linda Davis,21,Male,Credit Card,Clothing
,KH20237,Tammy Green,64,Male,Credit Card,Clothing
,KH29393,Katherine Blanchard,65,Male,Credit Card,Clothing
,KH22002,Evelyn Huang,66,Male,PayPal,Books
,KH5532,Lindsay Brown,56,Female,Credit Card,Books
,KH5470,Yesenia Cooper,41,Male,PayPal,Books
,KH13770,Matthew Williams,68,Female,Cash,Clothing
,KH8448,Sarah Bennett,63,Female,Credit Card,Clothing
,KH45845,Sandra Thompson,61,Female,Credit Card,Clothing
,KH27883,Jennifer Donovan,25,Female,Credit Card,Electronics
,KH38516,Sierra Hensley,23,Male,PayPal,Clothing
,KH48928,Pamela Wood,43,Female,Credit Card,Books
,KH22122,Robin Fields,44,Female,Credit Card,Home
,KH9874,Sheri Rodriguez,49,Male,Crypto,Books
,KH29835,Tyler Taylor,62,Male,Credit Card,Electronics
,KH49737,Michael Holland,50,Male,PayPal,Books
,KH46116,Judith Meza,53,Male,Crypto,Electronics
,KH18141,Madison Smith,52,Male,Cash,Clothing
,KH2162,William Ramos,37,Male,Credit Card,Books
,KH19365,Tracy Shepherd,59,Male,Credit Card,Books
,KH15562,Michele Knapp,55,Female,PayPal,Books
,KH44684,Kristina Wright,68,Female,Credit Card,Home
,KH10871,Laurie Jones,52,Female,Credit Card,Books
,KH36329,Diana Thompson,18,Male,Cash,Clothing
,KH21800,Robert Roberts,29,Female,PayPal,Clothing
,KH32735,Michael Martinez,70,Female,PayPal,Clothing
,KH47397,Nicole Hood,64,Male,PayPal,Home
,KH14335,Raymond Rodgers,25,Male,PayPal,Clothing
,KH44219,Dominique Fischer,20,Female,PayPal,Clothing
,KH8471,James Morrow,59,Female,PayPal,Home
,KH36071,James Howard,39,Male,Credit Card,Clothing
,KH2629,Wayne Walton,41,Male,Cash,Clothing
,KH42084,Derek Smith,38,Female,PayPal,Electronics
,KH26659,Debra Madden,34,Female,Cash,Home
,KH5312,Juan Anderson,66,Female,Cash,Clothing
,KH27751,Zachary Morris,44,Female,Credit Card,Clothing
,KH17478,Monica Bryant,29,Male,PayPal,Books
,KH11147,Anna Nelson,46,Male,PayPal,Electronics
,KH47776,Victoria Hernandez,34,Female,Credit Card,Books
,KH7589,Shawn Santos,35,Male,Credit Card,Books
,KH18776,Margaret Henderson,62,Male,Credit Card,Books
,KH25991,Edward Vega,69,Female,Cash,Clothing
,KH40309,Angelica Lane,35,Female,Credit Card,Clothing
,KH31237,Peter Ford,56,Female,Credit Card,Clothing
,KH27156,Hannah Martinez,19,Female,Credit Card,Electronics
,KH32338,Timothy Newton,28,Male,Credit Card,Home
,KH30671,Adrian Powers,27,Male,Cash,Clothing
,KH3353,Deborah Clark,20,Female,Credit Card,Books
,KH37265,Darrell Jensen DVM,52,Female,PayPal,Home
,KH816,Kim Jones,42,Male,Credit Card,Clothing
,KH37872,Cynthia Dunn,35,Male,Cash,Electronics
,KH21225,Jeffrey Thompson,18,Female,Credit Card,Electronics
,KH28167,Joseph Holmes,61,Female,Cash,Home
,KH12365,Miss Andrea Hunter,43,Female,Credit Card,Electronics
,KH13322,Brittany Ryan,43,Female,Cash,Clothing
,KH48370,Joseph Shaffer,21,Female,Credit Card,Books
,KH13283,Laurie Meyer,20,Female,PayPal,Clothing
,KH8655,Hunter Garrett,60,Female,Credit Card,Books
,KH31482,William Fuentes,21,Male,Credit Card,Clothing
,KH10777,Zachary Phillips,40,Male,Credit Card,Clothing
,KH49268,Emily Williams,29,Male,Credit Card,Clothing
,KH45542,Thomas Harris,70,Female,Crypto,Books
,KH39602,Anthony Miller,46,Male,Credit Card,Books
,KH2009,Scott Burns,34,Male,PayPal,Books
,KH39480,Angel Buchanan,28,Male,Credit Card,Clothing
,KH2438,Rebecca Mills,54,Male,PayPal,Books
,KH21946,Jonathan Whitehead,42,Male,Credit Card,Electronics
,KH17236,Kevin Ray,48,Female,Credit Card,Clothing
,KH2015,Jennifer Martinez,68,Male,Credit Card,Clothing
,KH17857,Mrs. Sharon Thomas PhD,42,Female,PayPal,Clothing
,KH39278,Jennifer Hernandez,47,Male,Cash,Clothing
,KH48001,Anna Collier,38,Female,PayPal,Clothing
,KH27495,Jennifer Owens,46,Female,Credit Card,Clothing
,KH2460,Dr. Betty Peters MD,67,Male,Credit Card,Clothing
,KH41702,Donna Fox,61,Female,PayPal,Clothing
,KH8708,Amanda George,58,Male,Credit Card,Books
,KH4308,Amy Hamilton,68,Female,Cash,Books
,KH27422,Lisa Strong,50,Female,Credit Card,Clothing
,KH25448,Gabriel Rice,33,Female,Credit Card,Clothing
,KH46301,Ashley Vincent,22,Female,Credit Card,Books
,KH43312,Eric Smith,25,Female,Cash,Home
,KH30431,Kelly Lee,47,Female,Credit Card,Clothing
,KH13247,Rachel Hodges,60,Male,PayPal,Home
,KH46231,Amber Chambers,20,Female,PayPal,Books
,KH6003,Patricia Foster,56,Male,Credit Card,Books
,KH13702,David Hicks,30,Female,Cash,Clothing
,KH41535,Jose Higgins,35,Female,Cash,Books
,KH11139,Jason Bender,50,Male,Credit Card,Books
,KH8045,Julian Love,50,Female,PayPal,Home
,KH19782,Valerie Davis,26,Male,Credit Card,Electronics
,KH49808,Jeffrey Mack,21,Female,PayPal,Clothing
,KH12383,Christina Walls,53,Female,Cash,Electronics
,KH36598,Kristin Wilson,62,Male,Credit Card,Clothing
,KH7807,Kayla Murphy,63,Male,Credit Card,Books
,KH7751,Catherine Griffin,46,Male,PayPal,Electronics
,KH1589,Elizabeth Vazquez,38,Female,Cash,Electronics
,KH17366,William Donovan,19,Male,Credit Card,Books
,KH29871,Denise Rodriguez,33,Male,Credit Card,Home
,KH18356,Edward Reeves,68,Female,Credit Card,Books
,KH46563,Christian Gallagher,40,Female,PayPal,Electronics
,KH9091,Daryl Bird,48,Male,Credit Card,Books
,KH344,Dana Martinez,69,Male,Credit Card,Electronics
,KH23949,Tammy Johnson,68,Female,Credit Card,Books
,KH32380,Ashley Galvan MD,59,Female,Credit Card,Books
,KH36731,Christopher Rodriguez,58,Male,PayPal,Electronics
,KH29775,Dr. Melissa Garcia,62,Female,PayPal,Books
,KH31750,Debbie Gill,68,Male,Cash,Books
,KH407,Michael Leonard,64,Male,Credit Card,Home
,KH23814,Danielle Walker,56,Female,Cash,Home
,KH38995,Cody Petersen,56,Female,Credit Card,Clothing
,KH31765,Craig Novak,54,Female,Cash,Electronics
,KH26978,Kellie Lee,21,Male,Credit Card,Clothing
,KH18617,Amanda Hunt,51,Male,PayPal,Books
,KH33885,Jason Glenn,43,Female,Credit Card,Books
,KH18567,Angela George,48,Female,PayPal,Books
,KH8794,Jonathon Cox,29,Male,Credit Card,Home
,KH7179,Daniel Smith,39,Female,Credit Card,Books
,KH14353,Jenna Nielsen,23,Female,Cash,Clothing
,KH26544,Kristina Nguyen,34,Female,Credit Card,Books
,KH27997,Jessica Lopez,55,Male,Credit Card,Clothing
,KH39751,Kathleen Roman,63,Female,PayPal,Clothing
,KH25680,David Little,46,Female,Credit Card,Books
,KH5798,Matthew Hanson,31,Female,PayPal,Home
,KH13504,Tyler Knight,51,Male,PayPal,Clothing
,KH8101,Victoria Ruiz,27,Male,Credit Card,Books
,KH23585,James Kane,42,Female,Credit Card,Clothing
,KH33453,Robert Bishop,18,Female,PayPal,Books
,KH9522,Brandon Bowers,51,Female,Credit Card,Clothing
,KH6766,Anne Silva,44,Male,Credit Card,Electronics
,KH47246,Christina Medina,40,Male,PayPal,Clothing
,KH4880,Brent Norris,39,Male,PayPal,Electronics
,KH34374,Victor Williams,18,Male,PayPal,Clothing
,KH15031,Sean Hall,24,Female,Credit Card,Clothing
,KH523,Chelsea Taylor,30,Female,Cash,Electronics
,KH16749,Laura Long,42,Male,Cash,Clothing
,KH27705,Frank Raymond,38,Female,PayPal,Home
,KH25256,Lauren Barrett,52,Male,Credit Card,Books
,KH16067,Dustin Rangel,55,Female,Cash,Electronics
,KH46979,Cynthia Gomez,61,Female,Credit Card,Electronics
,KH3631,Christopher Nguyen,69,Female,Credit Card,Clothing
,KH33367,Rachel Buchanan,48,Female,Credit Card,Clothing
,KH25137,Eric Ferguson,66,Male,PayPal,Home
,KH16935,Joshua Aguirre,25,Female,Crypto,Books
,KH37941,Stephanie Ellis,50,Male,Cash,Clothing
,KH46448,Aaron Wolf,69,Male,PayPal,Books
,KH36841,Marissa Shepherd,46,Male,Credit Card,Books
,KH10528,Tonya Morrison,24,Female,Credit Card,Home
,KH1041,Diana Francis,52,Male,Credit Card,Clothing
,KH31805,Raymond Jordan,37,Male,Credit Card,Electronics
,KH23069,Jenny Maynard,61,Female,Credit Card,Electronics
,KH26063,Jason Garcia,23,Male,Credit Card,Clothing
,KH15760,Douglas Edwards,55,Male,Credit Card,Electronics
,KH39003,Brianna Miles,49,Male,Credit Card,Books
,KH13339,Jeffrey Glover,41,Male,Credit Card,Electronics
,KH30662,Edward Ellis,18,Female,PayPal,Books
,KH43589,Amy Meyers,39,Female,Credit Card,Electronics
,KH24938,Janet Williamson,45,Female,PayPal,Clothing
,KH32073,Jeffrey Sanchez,68,Male,PayPal,Clothing
,KH2150,Jacqueline Mcdonald,50,Male,Credit Card,Clothing
,KH44589,Savannah Oliver,26,Male,Credit Card,Clothing
,KH5116,Stacey Arias,39,Male,Credit Card,Clothing
,KH35473,Jorge Dickson,61,Male,Credit Card,Electronics
,KH48104,Alyssa Smith,25,Female,PayPal,Clothing
,KH26046,Suzanne Greer,64,Female,Credit Card,Books
,KH24778,Edwin Todd,24,Male,PayPal,Home
,KH46304,Monica Sanchez,47,Male,Credit Card,Clothing
,KH28894,Phillip Myers,18,Female,Credit Card,Books
,KH48048,Jeremy Guzman,35,Male,Credit Card,Clothing
,KH44865,Jennifer Robinson,56,Male,PayPal,Clothing
,KH42347,Jonathan Ramos,48,Female,PayPal,Clothing
,KH30301,Christopher Thompson,30,Male,Credit Card,Clothing
,KH19705,Thomas Ali,54,Female,PayPal,Electronics
,KH36561,Alexis Reyes DDS,41,Female,PayPal,Clothing
,KH45299,Edward Carr,66,Male,Credit Card,Clothing
,KH25059,Jill Smith,41,Female,PayPal,Clothing
,KH12543,Cheryl Anderson,21,Female,PayPal,Home
,KH4943,Cindy Hanna,47,Female,PayPal,Books
,KH46105,Mr. Cameron Hinton DVM,33,Female,Credit Card,Home
,KH13185,Lisa Green,32,Female,Credit Card,Books
,KH17554,Danielle Ross,69,Male,Credit Card,Home
,KH48622,Misty Woods,70,Female,Credit Card,Clothing
,KH42141,Sarah Mitchell,28,Female,Credit Card,Electronics
,KH28959,Jennifer Barnes,56,Female,Credit Card,Electronics
,KH38323,Brenda Johnson,62,Female,Credit Card,Electronics
,KH10277,Benjamin Williams,30,Female,Credit Card,Home
,KH9150,Christopher Walls,36,Female,Credit Card,Home
,KH41284,Kayla Willis,41,Female,PayPal,Electronics
,KH22951,Wayne Peters,51,Male,Cash,Books
,KH3621,Carlos Peterson,29,Male,Credit Card,Clothing
,KH9391,Christine King,18,Female,Credit Card,Electronics
,KH405,Robert Owen,60,Female,Credit Card,Electronics
,KH15364,Bonnie Cohen,60,Male,PayPal,Books
,KH18781,Jon Baker,53,Female,Credit Card,Books
,KH37199,Rebecca Bell,27,Male,PayPal,Books
,KH32043,Rachel Adams,53,Male,PayPal,Books
,KH5855,Mark Mann,56,Female,Credit Card,Electronics
,KH3009,Julia Allen,66,Male,PayPal,Home
,KH14031,Jeremy Webb,46,Male,Cash,Home
,KH31697,Christopher Alexander,50,Female,Credit Card,Clothing
,KH34890,Nathan Henson,46,Male,PayPal,Clothing
,KH16707,Cheryl Dominguez,35,Male,PayPal,Home
,KH6278,Cheryl Vargas,23,Female,PayPal,Clothing
,KH46666,Alyssa Robinson,58,Male,Credit Card,Clothing
,KH9619,Jessica Vance,25,Male,Credit Card,Books
,KH32003,Joshua Adams,67,Male,PayPal,Home
,KH1372,Elizabeth Snow,47,Female,Credit Card,Clothing
,KH43399,Timothy Bryant,53,Male,Credit Card,Home
,KH38590,Katherine Harris,26,Female,Credit Card,Clothing
,KH15985,Brianna Mitchell,38,Male,PayPal,Clothing
,KH9185,Brian Farrell,36,Female,Credit Card,Books
,KH26059,Jamie Jensen,22,Male,PayPal,Books
,KH22805,Sharon Melton,62,Female,Credit Card,Electronics
,KH41749,Michelle Schmidt,23,Male,Credit Card,Clothing
,KH33688,Christopher Arias,43,Male,Credit Card,Clothing
