Customer ID,TotalSpent,Frequency,Name,LastPurchaseDate,TotalSpentFormatted,Recency,Cluster,Customer_Labels
3715,5068,6,Mrs. Tonya Rodriguez,2022-06-27,"$5,068.00",445,0,VIP Customers
9141,938,4,Bridget Gonzales,2023-06-29,$938.00,78,2,Regular Customers
16211,3677,4,Linda Swanson,2023-04-15,"$3,677.00",153,2,Regular Customers
13093,5436,11,Jasmin Ruiz,2023-01-22,"$5,436.00",235,0,VIP Customers
47341,4220,8,Christina Foster,2023-05-18,"$4,220.00",119,0,VIP Customers
15976,2474,6,Marc Wong,2023-03-17,"$2,474.00",182,2,Regular Customers
22966,3444,4,Juan Davis,2022-12-15,"$3,444.00",273,2,Regular Customers
24424,6969,8,Andrea Adams,2023-05-06,"$6,969.00",132,0,VIP Customers
33439,4435,6,Mary Anderson,2023-09-04,"$4,435.00",10,0,VIP Customers
43782,9866,10,Bryan Williams,2023-05-29,"$9,866.00",108,0,VIP Customers
6525,4805,7,Lisa Richards,2023-06-29,"$4,805.00",77,0,VIP Customers
27196,6374,9,Gregg Peterson,2023-08-27,"$6,374.00",18,0,VIP Customers
35288,1714,4,Daniel Richardson,2022-10-30,"$1,714.00",320,2,Regular Customers
45856,8202,8,Justin Wells,2022-06-09,"$8,202.00",462,0,VIP Customers
28300,5895,8,Cynthia Castro,2023-08-08,"$5,895.00",37,0,VIP Customers
46520,4343,5,Oscar Marquez,2023-07-14,"$4,343.00",62,2,Regular Customers
43701,3489,6,Donna Sawyer,2022-10-19,"$3,489.00",331,2,Regular Customers
33876,3364,6,Brian Jones,2023-05-07,"$3,364.00",131,2,Regular Customers
26531,4721,5,Gary Washington,2023-05-29,"$4,721.00",109,2,Regular Customers
33004,11914,13,Natalie Bennett,2023-08-28,"$11,914.00",18,0,VIP Customers
48216,1570,3,Frances Jackson,2023-02-09,"$1,570.00",217,2,Regular Customers
40091,4140,5,Holly Dean,2023-09-02,"$4,140.00",13,2,Regular Customers
23656,2708,6,Hannah Wade,2023-08-08,"$2,708.00",37,2,Regular Customers
47919,5705,7,Isaiah Peterson,2023-08-07,"$5,705.00",38,0,VIP Customers
35575,9737,10,Daniel Sandoval,2023-09-02,"$9,737.00",13,0,VIP Customers
49531,3677,3,Emily Tran,2023-01-30,"$3,677.00",228,2,Regular Customers
14539,8528,10,Beth Adams,2023-06-29,"$8,528.00",77,0,VIP Customers
44295,7566,10,Jared Nelson,2023-07-29,"$7,566.00",47,0,VIP Customers
19498,5813,6,Alexandra Faulkner,2023-04-13,"$5,813.00",154,0,VIP Customers
49435,1761,5,Angela Brandt,2021-12-06,"$1,761.00",648,1,Lapsed Customers
24257,3935,7,Jean Romero,2023-07-10,"$3,935.00",67,0,VIP Customers
36082,6522,5,Sarah Meyer,2023-08-20,"$6,522.00",26,0,VIP Customers
17832,6913,9,Amy Contreras,2023-08-25,"$6,913.00",21,0,VIP Customers
25825,8272,10,Craig Wallace,2023-05-20,"$8,272.00",117,0,VIP Customers
14044,7261,8,Robert Collier,2022-08-01,"$7,261.00",409,0,VIP Customers
2942,4859,9,Paul Turner,2022-08-19,"$4,859.00",392,0,VIP Customers
35458,546,1,Angela Jimenez,2020-08-29,$546.00,1111,1,Lapsed Customers
43929,1274,4,Rachel Lynch,2023-08-07,"$1,274.00",38,2,Regular Customers
32930,6803,7,Shaun Chambers,2023-06-24,"$6,803.00",83,0,VIP Customers
16843,2295,5,Timothy Warren,2022-07-09,"$2,295.00",433,2,Regular Customers
46732,3195,3,Sheri Blair,2023-04-20,"$3,195.00",148,2,Regular Customers
31825,6600,5,Brittany Cunningham,2022-12-28,"$6,600.00",260,0,VIP Customers
3349,2267,4,Dylan Benjamin,2021-07-29,"$2,267.00",778,1,Lapsed Customers
40748,3740,6,Robert Bond,2023-05-19,"$3,740.00",119,2,Regular Customers
43138,5199,7,Tiffany Gregory,2023-09-04,"$5,199.00",10,0,VIP Customers
48257,4480,5,Ashley Snyder,2023-04-18,"$4,480.00",150,2,Regular Customers
18020,4863,6,Maria Morris,2021-10-21,"$4,863.00",694,1,Lapsed Customers
48336,5158,4,Karen Morales,2023-07-30,"$5,158.00",46,2,Regular Customers
2638,6616,9,Brandy Jennings,2023-07-07,"$6,616.00",69,0,VIP Customers
19691,2072,9,Samuel Bradley,2022-12-28,"$2,072.00",261,0,VIP Customers
33927,6396,9,Corey Weaver,2023-02-04,"$6,396.00",223,0,VIP Customers
4152,5859,6,Mrs. Jennifer Stephenson,2023-07-11,"$5,859.00",65,0,VIP Customers
37864,8605,9,Mr. Ronald Lopez,2023-06-20,"$8,605.00",87,0,VIP Customers
29980,4762,4,Elizabeth Elliott,2022-06-25,"$4,762.00",447,2,Regular Customers
29206,2246,5,Leah Payne,2023-09-04,"$2,246.00",11,2,Regular Customers
39702,4235,7,Jose Browning,2023-04-26,"$4,235.00",142,0,VIP Customers
27044,4890,6,Timothy Larson,2022-08-21,"$4,890.00",389,0,VIP Customers
384,4294,6,Jesse Davis,2023-03-15,"$4,294.00",184,2,Regular Customers
7362,6999,9,Mackenzie Moreno,2023-08-07,"$6,999.00",39,0,VIP Customers
11965,1443,3,Zachary Brewer,2023-02-25,"$1,443.00",202,2,Regular Customers
7505,2125,3,Kara Ferguson,2023-05-29,"$2,125.00",109,2,Regular Customers
22481,1670,4,Christopher Harrison,2023-06-13,"$1,670.00",93,2,Regular Customers
9231,4788,7,Jason Thomas,2023-02-07,"$4,788.00",219,0,VIP Customers
505,11167,13,Kevin Baldwin,2023-07-03,"$11,167.00",74,0,VIP Customers
18129,934,3,Danielle Sutton,2022-08-11,$934.00,399,1,Lapsed Customers
7981,5286,7,Erin Hall,2023-08-24,"$5,286.00",22,0,VIP Customers
35901,2127,3,Alicia Martin,2021-07-23,"$2,127.00",783,1,Lapsed Customers
34044,2310,5,Michael Olsen,2023-08-12,"$2,310.00",33,2,Regular Customers
42267,4397,5,Zoe Burns,2022-11-14,"$4,397.00",305,2,Regular Customers
23384,3189,4,Rachel Roach,2023-02-20,"$3,189.00",207,2,Regular Customers
35426,8802,5,Philip Espinoza,2021-12-27,"$8,802.00",627,0,VIP Customers
21125,3050,2,Brett Marshall,2022-03-25,"$3,050.00",539,1,Lapsed Customers
15262,6697,7,Jamie Miller,2022-11-30,"$6,697.00",289,0,VIP Customers
47314,2536,7,Curtis Klein,2023-02-10,"$2,536.00",217,2,Regular Customers
45657,5797,7,Brad Harris,2022-07-30,"$5,797.00",411,0,VIP Customers
41863,6709,11,Jose Russell,2023-06-24,"$6,709.00",83,0,VIP Customers
5823,3032,5,Lynn Murphy,2022-09-15,"$3,032.00",365,2,Regular Customers
47956,6410,8,Vanessa Byrd,2023-05-07,"$6,410.00",131,0,VIP Customers
29310,1322,2,Mr. John Walker,2020-05-09,"$1,322.00",1223,1,Lapsed Customers
30152,4255,3,Jerry Horn,2020-06-18,"$4,255.00",1183,1,Lapsed Customers
36295,3136,6,Nathan Deleon,2023-08-18,"$3,136.00",27,2,Regular Customers
26792,2295,4,William Brady,2021-01-01,"$2,295.00",987,1,Lapsed Customers
44214,1147,4,Benjamin Esparza,2023-02-15,"$1,147.00",211,2,Regular Customers
35844,4207,7,Gabrielle Hayes,2023-09-11,"$4,207.00",4,0,VIP Customers
8253,7339,9,Nicole Chavez,2023-04-23,"$7,339.00",144,0,VIP Customers
48797,2126,5,Sarah Forbes,2023-03-31,"$2,126.00",167,2,Regular Customers
37185,4644,6,Jonathan Nelson,2023-04-20,"$4,644.00",147,0,VIP Customers
23366,9384,11,Antonio Stewart,2023-07-23,"$9,384.00",53,0,VIP Customers
28044,4075,7,Micheal Richards,2023-08-23,"$4,075.00",22,0,VIP Customers
22622,5896,7,Shawn Walters,2023-08-07,"$5,896.00",39,0,VIP Customers
22422,6024,5,Gloria Ball,2023-09-13,"$6,024.00",1,0,VIP Customers
30545,6725,7,Allison Banks,2023-08-02,"$6,725.00",43,0,VIP Customers
5295,3714,7,Matthew Perkins,2023-08-29,"$3,714.00",17,0,VIP Customers
2182,8323,10,Regina Walker,2023-04-01,"$8,323.00",166,0,VIP Customers
11175,3779,6,Dana Solis,2023-06-21,"$3,779.00",86,2,Regular Customers
8341,4212,4,Kelly Silva,2022-07-29,"$4,212.00",413,2,Regular Customers
30981,3715,5,Michelle Jackson,2022-08-05,"$3,715.00",406,2,Regular Customers
39085,3724,3,Victoria Hall,2023-03-14,"$3,724.00",184,2,Regular Customers
31044,4376,6,Brian Long,2022-11-30,"$4,376.00",289,2,Regular Customers
5096,3224,7,Allen Long,2023-06-07,"$3,224.00",100,2,Regular Customers
13301,5242,4,Steven Castro,2023-07-28,"$5,242.00",49,2,Regular Customers
40937,5133,8,Jenna May,2023-07-19,"$5,133.00",58,0,VIP Customers
33419,2430,2,Bryan Matthews,2023-07-24,"$2,430.00",53,2,Regular Customers
37822,2754,7,Anthony Mercado,2023-06-27,"$2,754.00",80,2,Regular Customers
46407,2636,5,Daniel Adams,2023-07-18,"$2,636.00",58,2,Regular Customers
46544,4436,5,Martha Wade,2022-12-24,"$4,436.00",265,2,Regular Customers
8624,5601,6,Nathan Cameron,2022-12-05,"$5,601.00",284,0,VIP Customers
43590,1049,6,Jenna Silva,2023-06-11,"$1,049.00",95,2,Regular Customers
27615,2395,4,Joshua Mejia,2022-11-20,"$2,395.00",298,2,Regular Customers
36737,2711,4,Jason Mccormick,2023-07-25,"$2,711.00",51,2,Regular Customers
25853,1903,4,Michael Callahan,2023-06-29,"$1,903.00",77,2,Regular Customers
13295,3642,5,Nancy Lopez,2023-08-28,"$3,642.00",17,2,Regular Customers
12445,2531,3,Diana Scott,2022-04-16,"$2,531.00",516,1,Lapsed Customers
1236,4948,6,Kevin Escobar,2023-03-02,"$4,948.00",196,0,VIP Customers
16957,8766,8,Ryan Nelson,2023-01-25,"$8,766.00",233,0,VIP Customers
7267,5049,7,Paula Mcclure,2023-08-09,"$5,049.00",36,0,VIP Customers
26581,6050,4,Adam Hubbard,2023-09-06,"$6,050.00",8,2,Regular Customers
47254,4978,7,Bryan Pace,2022-11-27,"$4,978.00",292,0,VIP Customers
15069,2305,4,Paul Romero,2023-05-18,"$2,305.00",119,2,Regular Customers
43654,2790,3,Alexandra Carrillo,2022-08-25,"$2,790.00",385,2,Regular Customers
20212,6722,7,Wendy Torres,2022-12-13,"$6,722.00",275,0,VIP Customers
49814,4732,7,Anne Owens,2023-08-15,"$4,732.00",30,0,VIP Customers
29848,4404,4,Luis Ross,2023-07-04,"$4,404.00",72,2,Regular Customers
27444,4649,6,Teresa Gill,2023-03-03,"$4,649.00",195,0,VIP Customers
38579,5248,7,Clifford Williams,2022-04-08,"$5,248.00",524,0,VIP Customers
45126,1804,4,Briana Hardy,2023-05-29,"$1,804.00",108,2,Regular Customers
6208,2576,5,Kenneth Davis,2022-12-02,"$2,576.00",287,2,Regular Customers
32159,2653,3,Joseph Hartman,2023-03-28,"$2,653.00",170,2,Regular Customers
33362,4583,7,John Taylor,2023-09-02,"$4,583.00",13,0,VIP Customers
24228,5616,6,Courtney Rogers,2022-06-16,"$5,616.00",456,0,VIP Customers
24992,2005,3,Joseph Hamilton,2023-04-14,"$2,005.00",153,2,Regular Customers
13558,672,3,Martha Schwartz,2022-05-15,$672.00,488,1,Lapsed Customers
28010,4435,6,Linda Smith,2023-03-25,"$4,435.00",174,2,Regular Customers
1027,7732,12,Jordan Evans,2023-06-16,"$7,732.00",91,0,VIP Customers
26966,4417,5,Shannon Jenkins,2023-09-11,"$4,417.00",4,2,Regular Customers
9887,3009,5,Patricia Andersen,2023-03-09,"$3,009.00",190,2,Regular Customers
27157,5699,8,Sarah Stanley,2023-05-17,"$5,699.00",121,0,VIP Customers
10215,2094,6,Jacob Bailey,2023-09-14,"$2,094.00",1,2,Regular Customers
35642,1447,4,Kaitlyn Morrison,2023-08-25,"$1,447.00",20,2,Regular Customers
28702,2788,6,Christopher House,2022-11-25,"$2,788.00",294,2,Regular Customers
24792,6406,10,Misty Larson,2023-08-29,"$6,406.00",16,0,VIP Customers
16685,4986,4,Natasha Campbell,2023-01-20,"$4,986.00",238,2,Regular Customers
24642,1746,2,James Duffy,2022-08-01,"$1,746.00",410,1,Lapsed Customers
14362,5278,6,Jessica Reyes,2023-02-18,"$5,278.00",208,0,VIP Customers
14346,8044,7,Tiffany Freeman,2022-10-17,"$8,044.00",333,0,VIP Customers
32998,3230,6,Matthew Reed,2023-09-01,"$3,230.00",14,2,Regular Customers
45078,4331,6,Charles Carpenter,2023-01-11,"$4,331.00",246,2,Regular Customers
26432,4143,7,Mrs. Lisa Ibarra,2023-06-14,"$4,143.00",92,0,VIP Customers
14713,6606,9,Martin Compton,2022-09-27,"$6,606.00",353,0,VIP Customers
21428,8404,8,Charles Henry,2023-05-30,"$8,404.00",108,0,VIP Customers
14437,2509,4,Steven Anderson,2023-07-26,"$2,509.00",50,2,Regular Customers
34974,1020,4,Sherri Romero,2022-11-30,"$1,020.00",289,2,Regular Customers
15358,6748,6,Ann Hammond,2023-09-04,"$6,748.00",10,0,VIP Customers
49078,6658,10,Mary Matthews,2023-08-30,"$6,658.00",16,0,VIP Customers
46630,7410,9,Jordan Nguyen,2023-09-12,"$7,410.00",3,0,VIP Customers
3667,4405,5,Jeffery Trevino,2023-08-14,"$4,405.00",32,2,Regular Customers
33023,4940,8,Sandra Hernandez,2022-11-14,"$4,940.00",305,0,VIP Customers
47461,6189,7,George Hines,2023-06-25,"$6,189.00",81,0,VIP Customers
681,5102,7,Dr. Kenneth Shields,2023-07-27,"$5,102.00",49,0,VIP Customers
739,3301,6,Evelyn Klein,2022-10-18,"$3,301.00",332,2,Regular Customers
6180,1019,5,Amanda Myers,2023-02-10,"$1,019.00",217,2,Regular Customers
59,4130,6,David Aguilar,2023-08-19,"$4,130.00",27,2,Regular Customers
29663,8444,9,Kathy Shields,2022-09-10,"$8,444.00",370,0,VIP Customers
37389,6481,8,Mrs. Marie Daniels,2023-07-20,"$6,481.00",56,0,VIP Customers
1959,3639,8,Nicholas Peterson,2023-05-15,"$3,639.00",123,0,VIP Customers
8295,3500,4,Mr. Ronald Hernandez,2023-05-17,"$3,500.00",120,2,Regular Customers
34006,2968,3,Rebecca Branch,2022-10-29,"$2,968.00",320,2,Regular Customers
3779,6474,8,Christopher Ray,2023-07-23,"$6,474.00",54,0,VIP Customers
44303,8367,8,Victoria Lin,2023-01-11,"$8,367.00",247,0,VIP Customers
12819,3686,6,Amanda Gallagher,2023-02-24,"$3,686.00",203,2,Regular Customers
4820,3827,5,Michelle Velasquez,2023-06-02,"$3,827.00",105,2,Regular Customers
29396,2575,4,Wendy Taylor,2023-03-07,"$2,575.00",191,2,Regular Customers
21509,5931,5,Marcus Hunt,2023-05-10,"$5,931.00",128,0,VIP Customers
46179,6203,8,Mr. Ryan Hill,2023-04-13,"$6,203.00",154,0,VIP Customers
12181,3810,5,Angela Klein,2022-07-25,"$3,810.00",416,2,Regular Customers
21543,2153,4,Dana Little,2023-07-05,"$2,153.00",72,2,Regular Customers
24586,1077,2,James Jenkins,2023-09-06,"$1,077.00",8,2,Regular Customers
25782,6866,7,Michael Patel,2023-08-19,"$6,866.00",27,0,VIP Customers
10162,5188,8,Jeff Walker,2023-01-22,"$5,188.00",235,0,VIP Customers
10773,4760,5,David Rogers,2022-10-09,"$4,760.00",341,2,Regular Customers
19890,11099,9,Joseph Farmer,2023-09-05,"$11,099.00",10,0,VIP Customers
29609,3216,6,Matthew Yates,2021-06-04,"$3,216.00",833,1,Lapsed Customers
31579,963,3,Ashley Hawkins,2023-06-09,$963.00,97,2,Regular Customers
13973,6777,9,Rachel Williams,2023-04-04,"$6,777.00",164,0,VIP Customers
37034,7195,8,Andrea Boone,2023-05-19,"$7,195.00",119,0,VIP Customers
26563,2560,6,Daniel Boyd,2023-01-15,"$2,560.00",242,2,Regular Customers
26264,2012,3,Thomas Webster,2022-07-09,"$2,012.00",432,1,Lapsed Customers
14651,3510,7,Lawrence Hood,2022-07-05,"$3,510.00",436,2,Regular Customers
36678,4034,5,Keith Lee,2023-03-17,"$4,034.00",181,2,Regular Customers
21419,4310,6,Ricky Jones,2022-10-06,"$4,310.00",344,2,Regular Customers
18475,3831,5,Angela Watson,2023-08-08,"$3,831.00",38,2,Regular Customers
48641,3901,7,Chloe Brown,2023-02-24,"$3,901.00",203,0,VIP Customers
27924,3199,3,Christian Caldwell,2022-05-12,"$3,199.00",490,1,Lapsed Customers
17118,2834,4,Brian Dunn,2022-11-10,"$2,834.00",309,2,Regular Customers
37359,10399,12,Jerry Rice,2023-07-27,"$10,399.00",50,0,VIP Customers
24381,2696,5,William Ellison,2022-10-07,"$2,696.00",342,2,Regular Customers
35167,5015,4,Lisa Olson,2023-09-02,"$5,015.00",13,2,Regular Customers
32439,1988,6,Robert Smith,2023-02-10,"$1,988.00",216,2,Regular Customers
46943,6031,5,Sarah Cannon,2021-10-30,"$6,031.00",684,1,Lapsed Customers
13990,4128,9,Maria Marquez,2023-04-24,"$4,128.00",144,0,VIP Customers
15599,2491,5,Lisa Hicks,2022-11-03,"$2,491.00",315,2,Regular Customers
23658,5265,8,Wanda Charles,2023-08-05,"$5,265.00",40,0,VIP Customers
47990,3467,5,Crystal Hunt,2023-05-26,"$3,467.00",112,2,Regular Customers
317,8051,8,Madeline Howard,2023-06-04,"$8,051.00",103,0,VIP Customers
14561,7796,10,Tim Guerrero,2023-07-24,"$7,796.00",52,0,VIP Customers
15145,1629,2,Steven Barry,2022-08-17,"$1,629.00",394,1,Lapsed Customers
11385,4373,8,Karen Sullivan,2023-09-07,"$4,373.00",7,0,VIP Customers
39157,2196,5,Danielle Barnett,2022-10-09,"$2,196.00",340,2,Regular Customers
24636,734,1,Angel Moore,2021-04-28,$734.00,870,1,Lapsed Customers
32504,5219,11,Benjamin Pugh,2023-09-13,"$5,219.00",2,0,VIP Customers
40813,2659,4,Joshua Lewis,2022-08-11,"$2,659.00",400,2,Regular Customers
32461,7906,8,Nathan Smith,2023-06-08,"$7,906.00",98,0,VIP Customers
16278,3979,6,Jason Ramirez,2023-09-11,"$3,979.00",3,2,Regular Customers
21790,6241,8,Kayla Duarte,2023-02-17,"$6,241.00",210,0,VIP Customers
10916,2737,6,Kevin Pearson,2023-04-12,"$2,737.00",156,2,Regular Customers
48454,5562,6,Ryan Mendoza,2023-07-31,"$5,562.00",46,0,VIP Customers
17289,4748,7,Mrs. Carrie Aguirre,2023-05-22,"$4,748.00",116,0,VIP Customers
26031,4078,5,Sean Massey,2023-06-27,"$4,078.00",79,2,Regular Customers
35748,5779,9,Ryan Hickman,2023-06-04,"$5,779.00",103,0,VIP Customers
24187,5819,6,Kathleen Rodriguez,2022-02-05,"$5,819.00",586,1,Lapsed Customers
13343,1730,3,Matthew Fitzpatrick,2023-03-08,"$1,730.00",190,2,Regular Customers
42944,986,2,William Santiago,2021-02-10,$986.00,947,1,Lapsed Customers
28198,2986,2,Ashley Lane,2022-07-28,"$2,986.00",413,1,Lapsed Customers
6600,738,2,Ricardo Mitchell,2023-02-24,$738.00,203,2,Regular Customers
30365,2084,3,Patricia Miller,2023-05-24,"$2,084.00",114,2,Regular Customers
32168,1612,3,Micheal Velasquez,2022-06-19,"$1,612.00",452,1,Lapsed Customers
33573,3386,5,Mrs. Christy Wiley,2022-03-12,"$3,386.00",552,1,Lapsed Customers
42987,2501,3,Samantha Ferguson,2023-01-27,"$2,501.00",231,2,Regular Customers
2673,7540,7,Sonya Garcia,2023-01-21,"$7,540.00",237,0,VIP Customers
20780,2121,5,Dean Everett,2023-08-04,"$2,121.00",42,2,Regular Customers
30785,7404,7,David Leach,2023-08-01,"$7,404.00",44,0,VIP Customers
30996,4267,10,Kelli Kerr,2023-06-17,"$4,267.00",90,0,VIP Customers
30957,3926,6,Julie Rhodes,2023-04-21,"$3,926.00",146,2,Regular Customers
33706,3748,5,Lisa Mccann,2023-05-18,"$3,748.00",119,2,Regular Customers
46670,4783,5,Jamie Short,2023-08-21,"$4,783.00",25,2,Regular Customers
13697,5541,6,Jennifer Coleman,2023-08-18,"$5,541.00",28,0,VIP Customers
26843,2354,4,Mike Key,2023-06-08,"$2,354.00",99,2,Regular Customers
35516,1037,4,Connie Brooks,2023-08-30,"$1,037.00",15,2,Regular Customers
3028,5840,7,Kelly Pena,2023-09-11,"$5,840.00",4,0,VIP Customers
45868,7263,8,Patrick Rangel,2023-04-09,"$7,263.00",159,0,VIP Customers
5795,1676,3,Valerie Houston,2023-08-08,"$1,676.00",37,2,Regular Customers
29718,4434,6,Daniel Gonzalez,2022-11-30,"$4,434.00",289,2,Regular Customers
16574,6524,11,Danielle Austin,2023-03-18,"$6,524.00",181,0,VIP Customers
21301,3402,4,Kathleen Price,2023-07-11,"$3,402.00",65,2,Regular Customers
24725,3833,6,Regina Bailey,2023-06-17,"$3,833.00",90,2,Regular Customers
35757,2741,4,Matthew Bean,2023-07-09,"$2,741.00",67,2,Regular Customers
17340,8548,7,Kevin Dominguez,2023-06-09,"$8,548.00",98,0,VIP Customers
613,2426,3,Kathryn Phelps,2021-03-18,"$2,426.00",910,1,Lapsed Customers
15286,4909,4,Paula Hunt,2022-05-03,"$4,909.00",500,1,Lapsed Customers
7018,6110,10,Karina Knox,2023-06-21,"$6,110.00",86,0,VIP Customers
31873,7643,5,Christopher Good,2023-08-13,"$7,643.00",32,0,VIP Customers
14445,1986,3,Steve Payne,2021-12-11,"$1,986.00",642,1,Lapsed Customers
15531,2540,3,Emma Rivera,2023-04-12,"$2,540.00",156,2,Regular Customers
18772,6522,6,Scott Brady,2023-08-11,"$6,522.00",34,0,VIP Customers
34004,2643,4,John Phillips,2022-04-21,"$2,643.00",512,1,Lapsed Customers
34050,600,2,Destiny Mccoy,2023-02-23,$600.00,203,2,Regular Customers
15814,3339,7,Timothy Blackburn,2023-08-14,"$3,339.00",32,2,Regular Customers
2554,5497,7,Gabriela Richmond,2023-06-07,"$5,497.00",100,0,VIP Customers
26077,3552,3,Heather Russell,2021-11-22,"$3,552.00",662,1,Lapsed Customers
26686,4528,6,Eugene Obrien,2023-08-17,"$4,528.00",29,0,VIP Customers
11071,4749,6,Gabrielle Lee,2023-06-18,"$4,749.00",89,0,VIP Customers
19907,5744,8,Alexander Velez,2023-08-31,"$5,744.00",15,0,VIP Customers
42226,2214,4,Ashlee Medina,2023-05-16,"$2,214.00",121,2,Regular Customers
15583,8395,11,Tammy Henderson,2023-06-09,"$8,395.00",98,0,VIP Customers
27257,584,2,Karen Vaughan,2023-08-05,$584.00,40,2,Regular Customers
4172,5857,6,Michelle Booker,2023-03-13,"$5,857.00",186,0,VIP Customers
47297,1912,2,Kelly Brown,2022-12-25,"$1,912.00",264,2,Regular Customers
36030,3681,6,Victor Shaw,2023-05-04,"$3,681.00",134,2,Regular Customers
6771,4604,7,Carolyn Foster,2023-03-23,"$4,604.00",176,0,VIP Customers
7743,5627,7,Jeanne Velazquez,2023-05-31,"$5,627.00",107,0,VIP Customers
4574,3457,6,Yvonne Kerr MD,2023-03-05,"$3,457.00",194,2,Regular Customers
32909,2150,2,Patricia Robles,2021-12-02,"$2,150.00",651,1,Lapsed Customers
39914,5308,9,Justin Santiago,2023-08-27,"$5,308.00",18,0,VIP Customers
47841,5455,8,Mary Bowen,2023-06-09,"$5,455.00",97,0,VIP Customers
1334,4154,5,Katie Carter,2022-01-21,"$4,154.00",601,1,Lapsed Customers
32691,1315,4,Dr. Carolyn Joseph,2022-12-12,"$1,315.00",277,2,Regular Customers
11984,5207,6,Ashley Small,2023-01-31,"$5,207.00",226,0,VIP Customers
39247,2871,4,Julie Winters DDS,2023-03-03,"$2,871.00",196,2,Regular Customers
40834,1434,3,Allison Owen,2020-06-09,"$1,434.00",1192,1,Lapsed Customers
8668,5292,5,Amy Mosley,2023-04-05,"$5,292.00",163,2,Regular Customers
30326,6412,7,Amanda Obrien,2023-04-06,"$6,412.00",162,0,VIP Customers
10434,1371,3,George Davis,2023-02-26,"$1,371.00",201,2,Regular Customers
34831,5115,6,Stephanie Rush,2023-06-02,"$5,115.00",105,0,VIP Customers
28430,3002,8,John Bradley,2022-11-28,"$3,002.00",291,0,VIP Customers
11561,5678,9,Anthony Long,2023-01-27,"$5,678.00",231,0,VIP Customers
8484,4595,6,Tina English,2023-05-14,"$4,595.00",124,0,VIP Customers
16618,4967,5,Daniel Liu,2023-03-11,"$4,967.00",187,2,Regular Customers
22228,3416,4,John Crosby,2022-11-05,"$3,416.00",314,2,Regular Customers
44907,4361,5,Linda Valentine,2023-05-27,"$4,361.00",110,2,Regular Customers
41853,4080,4,James Bryant,2022-11-28,"$4,080.00",291,2,Regular Customers
23597,4821,4,Leah Lutz,2023-02-23,"$4,821.00",204,2,Regular Customers
15678,2792,4,Rachel Hernandez,2022-07-16,"$2,792.00",425,2,Regular Customers
18313,2923,6,Brooke Herrera,2022-06-28,"$2,923.00",443,2,Regular Customers
1276,4803,5,Cristina White,2023-06-05,"$4,803.00",101,2,Regular Customers
3640,4179,7,Julia Charles,2023-07-27,"$4,179.00",49,0,VIP Customers
22724,3154,8,Douglas Fox,2023-07-21,"$3,154.00",55,0,VIP Customers
41037,4490,6,Zachary Haynes,2023-08-17,"$4,490.00",29,0,VIP Customers
686,2517,3,Kelly Rich,2022-08-24,"$2,517.00",386,2,Regular Customers
23495,3318,3,John Meza,2023-04-05,"$3,318.00",163,2,Regular Customers
19964,4902,6,Cynthia Carter,2023-08-29,"$4,902.00",17,0,VIP Customers
1784,5038,6,Michael Osborne,2023-05-29,"$5,038.00",108,0,VIP Customers
31299,8358,8,Samantha Wolfe,2022-10-29,"$8,358.00",321,0,VIP Customers
8880,4118,8,Elizabeth Jones,2023-04-07,"$4,118.00",160,0,VIP Customers
37471,6077,5,Melinda Matthews,2023-07-30,"$6,077.00",46,0,VIP Customers
14555,4838,8,Scott Strickland,2023-03-09,"$4,838.00",189,0,VIP Customers
33438,5700,6,Derek Wright,2022-07-21,"$5,700.00",421,0,VIP Customers
32031,5438,6,Catherine Vargas,2023-08-07,"$5,438.00",39,0,VIP Customers
25891,5996,9,David Martinez,2023-04-01,"$5,996.00",167,0,VIP Customers
11930,5301,10,Tony Harmon,2023-05-22,"$5,301.00",116,0,VIP Customers
28712,4984,7,Cole Pace,2023-08-20,"$4,984.00",25,0,VIP Customers
44073,3748,6,Taylor Russell,2023-05-19,"$3,748.00",119,2,Regular Customers
26441,4227,5,Denise James,2023-04-25,"$4,227.00",142,2,Regular Customers
23810,5830,6,Logan Ellis,2023-05-04,"$5,830.00",134,0,VIP Customers
38983,3701,6,Benjamin Lewis,2023-08-28,"$3,701.00",18,2,Regular Customers
18409,1560,3,David Hughes,2023-06-07,"$1,560.00",100,2,Regular Customers
1734,3610,5,Kim Lee,2022-08-25,"$3,610.00",385,2,Regular Customers
35260,3889,5,Kimberly Simmons,2022-11-06,"$3,889.00",313,2,Regular Customers
8693,6207,7,Monique Martinez,2023-02-04,"$6,207.00",222,0,VIP Customers
33621,3858,5,Michelle Gray,2022-06-22,"$3,858.00",450,2,Regular Customers
10149,5715,7,Justin Delgado,2023-02-19,"$5,715.00",207,0,VIP Customers
6016,1524,5,Jerry Sanchez PhD,2023-07-09,"$1,524.00",68,2,Regular Customers
27409,3106,3,Brittany Ellis,2023-04-22,"$3,106.00",145,2,Regular Customers
12035,3352,5,James Woodard,2023-05-11,"$3,352.00",127,2,Regular Customers
36722,2862,4,Richard Mcmahon,2023-01-06,"$2,862.00",252,2,Regular Customers
20339,3784,6,Jesus Watts,2022-07-20,"$3,784.00",421,2,Regular Customers
46539,2787,3,Richard Chan,2022-12-10,"$2,787.00",278,2,Regular Customers
12024,2276,3,Stacey Rios,2023-09-05,"$2,276.00",9,2,Regular Customers
